LON,LAT,rating_date,score,WS2M,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,ID
-64.4895472,-35.2059501,2023-04-10,1,0.49,26.55,35.59,18.51,0,59.94,11
-64.4895472,-35.2059501,2023-04-10,1,0.67,25.87,34.55,18.58,1.08,64,10
-64.4895472,-35.2059501,2023-04-10,1,0.73,22.34,27.99,18.05,1.83,71.56,9
-64.4895472,-35.2059501,2023-04-10,1,0.65,21.5,27.48,17.45,3.11,65.44,8
-64.4895472,-35.2059501,2023-04-10,1,0.69,17.87,21.79,15.49,16.35,77.56,7
-64.4895472,-35.2059501,2023-04-10,1,0.62,18.58,23.44,15.07,1.72,83.75,6
-64.4895472,-35.2059501,2023-04-10,1,0.49,22.18,29.41,15.4,0.29,73.38,5
-64.4895472,-35.2059501,2023-04-10,1,0.66,21.05,25.62,17.69,4.93,79.81,4
-64.4895472,-35.2059501,2023-04-10,1,0.62,22.07,30.59,15.31,4.09,70.06,3
-64.4895472,-35.2059501,2023-04-10,1,0.46,17.56,25.73,11,0,60.56,2
-64.4895472,-35.2059501,2023-04-10,1,0.81,21.01,30.04,13.5,0,61.62,1
-64.47936422,-33.559293,2020-03-10,2,0.02,22.51,29.53,17.07,0,64.81,15
-64.47936422,-33.559293,2020-03-10,2,0.03,22.95,30.53,15.9,0,64.19,14
-64.47936422,-33.559293,2020-03-10,2,0.02,23.47,29.73,18.62,0.03,69.31,13
-64.47936422,-33.559293,2020-03-10,2,0.02,24.01,32.48,16.53,0.02,63.5,12
-64.47936422,-33.559293,2020-03-10,2,0.02,27.83,38.18,18.54,0.04,59.81,11
-64.47936422,-33.559293,2020-03-10,2,0.02,27.55,34.67,20.92,10.55,72.88,10
-64.47936422,-33.559293,2020-03-10,2,0.02,24.73,35.02,17.33,11.89,79.44,9
-64.47936422,-33.559293,2020-03-10,2,0.11,19.46,27.41,12.65,0,54.5,8
-64.47936422,-33.559293,2020-03-10,2,0.04,23.26,35.37,12.41,0,55.88,7
-64.47936422,-33.559293,2020-03-10,2,0.05,18.21,24.98,12.7,0,54.5,6
-64.47936422,-33.559293,2020-03-10,2,0.23,16.26,24.01,9.13,0,52.31,5
-64.47936422,-33.559293,2020-03-10,2,0.19,17.8,26.98,9.29,0.34,53.69,4
-64.47936422,-33.559293,2020-03-10,2,0.03,21.55,30.33,14.16,0.01,51.38,3
-64.47936422,-33.559293,2020-03-10,2,0.04,22.07,31.32,13.51,0.78,56.12,2
-64.47936422,-33.559293,2020-03-10,2,0.03,21.02,30.31,14.35,0,41.19,1
-64.4670747,-33.6301642,2022-02-02,4,0.09,22.03,31.48,12.55,0,47.5,15
-64.4670747,-33.6301642,2022-02-02,4,0.09,23.38,33.39,14.34,0,43.38,14
-64.4670747,-33.6301642,2022-02-02,4,0.05,24.61,33.34,16.7,0,45.06,13
-64.4670747,-33.6301642,2022-02-02,4,0.09,26.36,35.15,17.91,0,46.75,12
-64.4670747,-33.6301642,2022-02-02,4,0.07,27.31,37.71,18.05,0,44.44,11
-64.4670747,-33.6301642,2022-02-02,4,0.05,28.76,39.07,18.63,0,39.56,10
-64.4670747,-33.6301642,2022-02-02,4,0.05,31.37,41.94,20.79,0,36.56,9
-64.4670747,-33.6301642,2022-02-02,4,0.08,30.8,39.87,21.94,0,41,8
-64.4670747,-33.6301642,2022-02-02,4,0.09,31.64,41.08,22.2,0,27.75,7
-64.4670747,-33.6301642,2022-02-02,4,0.05,32.09,42.4,23.14,0,27.44,6
-64.4670747,-33.6301642,2022-02-02,4,0.05,32.63,42.58,24,0.01,31.69,5
-64.4670747,-33.6301642,2022-02-02,4,0.05,29.06,36.34,21.18,0.94,38.06,4
-64.4670747,-33.6301642,2022-02-02,4,0.05,22.51,28.16,17.74,5.94,60.25,3
-64.4670747,-33.6301642,2022-02-02,4,0.05,19.65,26.3,14.75,2.68,70.5,2
-64.4670747,-33.6301642,2022-02-02,4,0.07,24.16,32.72,15.58,0.29,63.75,1
-64.4564586,-32.88016891,2021-05-31,2,0.23,15.41,19.44,11.88,0,83.5,15
-64.4564586,-32.88016891,2021-05-31,2,0.27,10.01,13.4,6.91,0.45,64.81,14
-64.4564586,-32.88016891,2021-05-31,2,0.17,8.32,13.45,3.59,0.34,74.12,13
-64.4564586,-32.88016891,2021-05-31,2,0.38,10.5,19.44,4.98,0,66.44,12
-64.4564586,-32.88016891,2021-05-31,2,0.23,8.8,15.23,5.09,0,77.62,11
-64.4564586,-32.88016891,2021-05-31,2,0.25,9.21,16.76,3.54,0,74.06,10
-64.4564586,-32.88016891,2021-05-31,2,0.16,11.5,20.23,6,0,74.38,9
-64.4564586,-32.88016891,2021-05-31,2,0.25,9.78,15.93,5.61,0,77.69,8
-64.4564586,-32.88016891,2021-05-31,2,0.32,9.37,18.46,2.55,0,66.06,7
-64.4564586,-32.88016891,2021-05-31,2,0.19,11.72,22.82,4.37,0,74.25,6
-64.4564586,-32.88016891,2021-05-31,2,0.21,12.51,22.95,5.45,0,67.12,5
-64.4564586,-32.88016891,2021-05-31,2,0.2,11.94,21.86,5.65,0,61.06,4
-64.4564586,-32.88016891,2021-05-31,2,0.13,12.83,21.62,6.82,0,73.62,3
-64.4564586,-32.88016891,2021-05-31,2,0.25,13.71,22.19,9.01,0,77.81,2
-64.4564586,-32.88016891,2021-05-31,2,0.38,13.6,21.44,8.52,0,80.38,1
-64.4446205,-26.37602487,2020-06-19,1,4.67,12.77,18.18,8.24,0.11,63.06,15
-64.4446205,-26.37602487,2020-06-19,1,1.19,11.3,18.75,5.05,0,49.69,14
-64.4446205,-26.37602487,2020-06-19,1,2.37,14.09,24.87,5.83,0,42.69,13
-64.4446205,-26.37602487,2020-06-19,1,2.49,17.64,26.94,11.37,0,40.5,12
-64.4446205,-26.37602487,2020-06-19,1,2.96,16.88,26.12,9.5,0,44.56,11
-64.4446205,-26.37602487,2020-06-19,1,4.31,19.09,29.28,11.87,0,44.06,10
-64.4446205,-26.37602487,2020-06-19,1,1.68,19.06,28.26,12.82,0,49,9
-64.4446205,-26.37602487,2020-06-19,1,2.22,20.11,30.27,11.38,0,49.88,8
-64.4446205,-26.37602487,2020-06-19,1,2.99,19.05,25.2,14.65,0,55.25,7
-64.4446205,-26.37602487,2020-06-19,1,2.29,14.5,19.44,10.92,0,52.75,6
-64.4446205,-26.37602487,2020-06-19,1,1.38,12.59,19.37,8.15,0,49.06,5
-64.4446205,-26.37602487,2020-06-19,1,2.92,13.06,21.51,6.34,0,48.25,4
-64.4446205,-26.37602487,2020-06-19,1,3.38,14.78,23.16,7.52,0.07,56.44,3
-64.4446205,-26.37602487,2020-06-19,1,2.36,13.99,19.73,10.48,1.14,65.62,2
-64.4446205,-26.37602487,2020-06-19,1,1.91,12.62,20.48,6.58,0.06,66.56,1
-64.4444,-26.3606,2020-06-19,1,4.67,12.77,18.18,8.24,0.11,63.06,15
-64.4444,-26.3606,2020-06-19,1,1.19,11.3,18.75,5.05,0,49.69,14
-64.4444,-26.3606,2020-06-19,1,2.37,14.09,24.87,5.83,0,42.69,13
-64.4444,-26.3606,2020-06-19,1,2.49,17.64,26.94,11.37,0,40.5,12
-64.4444,-26.3606,2020-06-19,1,2.96,16.88,26.12,9.5,0,44.56,11
-64.4444,-26.3606,2020-06-19,1,4.31,19.09,29.28,11.87,0,44.06,10
-64.4444,-26.3606,2020-06-19,1,1.68,19.06,28.26,12.82,0,49,9
-64.4444,-26.3606,2020-06-19,1,2.22,20.11,30.27,11.38,0,49.88,8
-64.4444,-26.3606,2020-06-19,1,2.99,19.05,25.2,14.65,0,55.25,7
-64.4444,-26.3606,2020-06-19,1,2.29,14.5,19.44,10.92,0,52.75,6
-64.4444,-26.3606,2020-06-19,1,1.38,12.59,19.37,8.15,0,49.06,5
-64.4444,-26.3606,2020-06-19,1,2.92,13.06,21.51,6.34,0,48.25,4
-64.4444,-26.3606,2020-06-19,1,3.38,14.78,23.16,7.52,0.07,56.44,3
-64.4444,-26.3606,2020-06-19,1,2.36,13.99,19.73,10.48,1.14,65.62,2
-64.4444,-26.3606,2020-06-19,1,1.91,12.62,20.48,6.58,0.06,66.56,1
-64.44078709,-31.54494886,2022-02-16,4,0.22,21,29.26,14.76,2.57,75.12,15
-64.44078709,-31.54494886,2022-02-16,4,0.3,24.62,32.66,17.31,0.48,73,14
-64.44078709,-31.54494886,2022-02-16,4,0.27,28.72,36.45,21.62,3.16,58.81,13
-64.44078709,-31.54494886,2022-02-16,4,0.23,27.92,35.46,22.37,17.96,63.81,12
-64.44078709,-31.54494886,2022-02-16,4,0.19,22.34,26.02,19.77,46.43,87.25,11
-64.44078709,-31.54494886,2022-02-16,4,0.18,22.31,26.55,18.98,0.26,86.56,10
-64.44078709,-31.54494886,2022-02-16,4,0.23,23.13,27.1,20.59,2.98,90.06,9
-64.44078709,-31.54494886,2022-02-16,4,0.27,23.46,28.33,19.9,9.32,84.94,8
-64.44078709,-31.54494886,2022-02-16,4,0.29,19.8,26.18,14.29,3.68,75.25,7
-64.44078709,-31.54494886,2022-02-16,4,0.27,19.2,27.29,11.87,0,63.19,6
-64.44078709,-31.54494886,2022-02-16,4,0.21,20.48,29.58,12.28,0,60.81,5
-64.44078709,-31.54494886,2022-02-16,4,0.29,23.87,32.88,14.44,0,54.44,4
-64.44078709,-31.54494886,2022-02-16,4,0.24,22.9,30.91,16.63,0,55.44,3
-64.44078709,-31.54494886,2022-02-16,4,0.23,24.59,34.37,15.51,0,55.44,2
-64.44078709,-31.54494886,2022-02-16,4,0.25,25.89,33.54,18.35,0.63,53.5,1
-64.4374289,-25.0732815,2022-08-30,1,1.7,22.44,30.78,14.38,0.07,55.94,15
-64.4374289,-25.0732815,2022-08-30,1,3.01,18.81,23.85,13.41,0.11,69.75,14
-64.4374289,-25.0732815,2022-08-30,1,2.14,14.8,21.52,9.64,0,64.75,13
-64.4374289,-25.0732815,2022-08-30,1,1.69,15.51,23.38,9.75,0,55.69,12
-64.4374289,-25.0732815,2022-08-30,1,1.55,17.89,27.54,10.99,0,52.56,11
-64.4374289,-25.0732815,2022-08-30,1,1.71,16.94,24.62,9.23,0.05,59.06,10
-64.4374289,-25.0732815,2022-08-30,1,2.55,12.25,14.92,10.24,0.65,78.19,9
-64.4374289,-25.0732815,2022-08-30,1,2.19,11.26,18.34,5.56,0.08,57.19,8
-64.4374289,-25.0732815,2022-08-30,1,2.11,11.48,20.84,3.64,0,52.38,7
-64.4374289,-25.0732815,2022-08-30,1,2.22,14.76,25.12,6.26,0,38.38,6
-64.4374289,-25.0732815,2022-08-30,1,2.27,17.55,28.01,9.35,0,37.88,5
-64.4374289,-25.0732815,2022-08-30,1,1.51,20.7,30.07,11.62,0,40.56,4
-64.4374289,-25.0732815,2022-08-30,1,2.11,24.34,36.17,14.76,0,36.94,3
-64.4374289,-25.0732815,2022-08-30,1,3.26,20.37,29.46,12.6,0,26.25,2
-64.4374289,-25.0732815,2022-08-30,1,2.2,17.69,27.91,8.95,0,32.38,1
-64.4296707,-23.0404868,2022-07-01,1,0.74,14.02,23.02,6.08,0,58.56,15
-64.4296707,-23.0404868,2022-07-01,1,0.51,18.89,27.95,10.33,0,51.75,14
-64.4296707,-23.0404868,2022-07-01,1,0.46,20.6,25.78,16.19,0,65.62,13
-64.4296707,-23.0404868,2022-07-01,1,0.44,19.04,23.38,15.24,0,77.19,12
-64.4296707,-23.0404868,2022-07-01,1,0.56,18.12,25.46,13.28,0,71.38,11
-64.4296707,-23.0404868,2022-07-01,1,0.38,18.87,24.92,13.14,0,59.94,10
-64.4296707,-23.0404868,2022-07-01,1,0.49,19.3,26.13,12.81,0,61.75,9
-64.4296707,-23.0404868,2022-07-01,1,0.34,16.29,18.78,13.67,0,73.06,8
-64.4296707,-23.0404868,2022-07-01,1,0.56,14.63,19.37,11.51,0,68.19,7
-64.4296707,-23.0404868,2022-07-01,1,0.71,15.77,23.17,10.87,0,50.31,6
-64.4296707,-23.0404868,2022-07-01,1,0.75,16.45,26.23,9.99,0,33.94,5
-64.4296707,-23.0404868,2022-07-01,1,0.48,18.35,29.15,9.19,0,25.44,4
-64.4296707,-23.0404868,2022-07-01,1,0.51,18.08,24.51,12.6,0,34.44,3
-64.4296707,-23.0404868,2022-07-01,1,0.57,18.68,25.11,14.09,0,41.19,2
-64.4296707,-23.0404868,2022-07-01,1,0.67,16.15,23.82,9.38,0,46.19,1
-64.4268664,-26.37932407,2022-06-09,1,3.05,19.24,26.57,12.9,0,69.81,15
-64.4268664,-26.37932407,2022-06-09,1,2.38,18.89,26.02,13.28,0.01,71.12,14
-64.4268664,-26.37932407,2022-06-09,1,1.59,17.18,22.28,13.86,0.01,79.62,13
-64.4268664,-26.37932407,2022-06-09,1,2.13,15.14,19.15,11.56,0.17,71.19,12
-64.4268664,-26.37932407,2022-06-09,1,1.51,12.8,17.11,10.43,0.24,73.44,11
-64.4268664,-26.37932407,2022-06-09,1,1.55,12.57,19.16,7.23,0.01,65.94,10
-64.4268664,-26.37932407,2022-06-09,1,1.25,11.73,20.01,6.32,0,53.81,9
-64.4268664,-26.37932407,2022-06-09,1,2.87,11.58,20.64,4.44,0,58.06,8
-64.4268664,-26.37932407,2022-06-09,1,3.02,14.46,24.31,7.29,0,56,7
-64.4268664,-26.37932407,2022-06-09,1,1.63,15.57,23.2,8.68,0,59.44,6
-64.4268664,-26.37932407,2022-06-09,1,2.23,17.48,26,11.17,0,55.5,5
-64.4268664,-26.37932407,2022-06-09,1,2.63,18.74,27.92,11.21,0,60.94,4
-64.4268664,-26.37932407,2022-06-09,1,1.02,21.37,30.05,14.43,0,63.44,3
-64.4268664,-26.37932407,2022-06-09,1,3.16,20.73,28.21,15.74,0.12,68.44,2
-64.4268664,-26.37932407,2022-06-09,1,2.62,13.84,18,10.96,0.06,73.69,1
-64.41892451,-26.3265288,2021-04-09,0,1.68,22.5,25.42,19.94,10.48,82.94,15
-64.41892451,-26.3265288,2021-04-09,0,1.43,22.37,27.09,18.62,6.36,80.38,14
-64.41892451,-26.3265288,2021-04-09,0,1.4,22.09,25.62,18.55,39.27,88.06,13
-64.41892451,-26.3265288,2021-04-09,0,3.27,25.36,30.1,20.99,9.46,82.88,12
-64.41892451,-26.3265288,2021-04-09,0,2.66,26.48,31.94,22.37,1.11,82.69,11
-64.41892451,-26.3265288,2021-04-09,0,2.61,21.31,25.39,18.37,2.52,80.38,10
-64.41892451,-26.3265288,2021-04-09,0,2.17,19.62,24.14,16.36,3.51,83,9
-64.41892451,-26.3265288,2021-04-09,0,2.29,20.56,25.69,15.3,1.65,84.69,8
-64.41892451,-26.3265288,2021-04-09,0,2.36,23.43,30.44,19.01,6.17,86.06,7
-64.41892451,-26.3265288,2021-04-09,0,1.88,20.17,24.93,17.27,2.18,81.38,6
-64.41892451,-26.3265288,2021-04-09,0,1.52,20.38,25.51,15.68,0,78.69,5
-64.41892451,-26.3265288,2021-04-09,0,1.84,21.16,25.29,16.31,325.27,88.31,4
-64.41892451,-26.3265288,2021-04-09,0,3.38,23.92,28.26,20.12,272.5,89.56,3
-64.41892451,-26.3265288,2021-04-09,0,3.45,25.27,29.93,21.37,2.63,86.94,2
-64.41892451,-26.3265288,2021-04-09,0,3.77,21.55,24.03,17.22,14.72,87.12,1
-64.3921629,-33.6711747,2021-05-31,1,0.23,15.55,18.21,12.65,0,80.81,15
-64.3921629,-33.6711747,2021-05-31,1,0.2,10.14,14.31,6.99,0.02,67.5,14
-64.3921629,-33.6711747,2021-05-31,1,0.28,8.98,16.11,3.19,0.01,66,13
-64.3921629,-33.6711747,2021-05-31,1,0.38,10.64,19.58,4.98,0,64.5,12
-64.3921629,-33.6711747,2021-05-31,1,0.24,9.73,17.1,4.69,0,76,11
-64.3921629,-33.6711747,2021-05-31,1,0.26,9.98,17.91,4.06,0,73.38,10
-64.3921629,-33.6711747,2021-05-31,1,0.16,11.44,20.17,5.77,0,77.44,9
-64.3921629,-33.6711747,2021-05-31,1,0.21,9.62,15.99,4.5,0,77.38,8
-64.3921629,-33.6711747,2021-05-31,1,0.36,9,18.26,1.65,0,67.31,7
-64.3921629,-33.6711747,2021-05-31,1,0.2,11.71,23.43,4.15,0,76.19,6
-64.3921629,-33.6711747,2021-05-31,1,0.2,12.69,23.9,4.98,0,71.25,5
-64.3921629,-33.6711747,2021-05-31,1,0.17,11.62,21.93,4.97,0,69.56,4
-64.3921629,-33.6711747,2021-05-31,1,0.15,12.05,20.58,5.61,0,77.31,3
-64.3921629,-33.6711747,2021-05-31,1,0.28,13.29,21.69,8.67,0,80.12,2
-64.3921629,-33.6711747,2021-05-31,1,0.32,13.22,21.37,6.98,0,80.5,1
-64.3840154,-32.5546041,2023-02-13,0,0.59,25.4,33.41,18.57,1.8,48.94,15
-64.3840154,-32.5546041,2023-02-13,0,0.42,25.5,33.78,17.42,2.81,50.25,14
-64.3840154,-32.5546041,2023-02-13,0,0.28,25.37,33.13,18.73,5.07,62.19,13
-64.3840154,-32.5546041,2023-02-13,0,0.4,27.13,34.67,18.69,0,60.31,12
-64.3840154,-32.5546041,2023-02-13,0,0.49,28.47,38.19,21.71,9.69,62.88,11
-64.3840154,-32.5546041,2023-02-13,0,0.32,26.13,35.44,16.88,1.03,52.06,10
-64.3840154,-32.5546041,2023-02-13,0,0.44,25.12,33.69,18.51,7.42,51.19,9
-64.3840154,-32.5546041,2023-02-13,0,0.55,25.74,34.09,18.26,0.23,51,8
-64.3840154,-32.5546041,2023-02-13,0,0.34,23.92,29.42,18.44,8.05,65.5,7
-64.3840154,-32.5546041,2023-02-13,0,0.27,21.23,25.89,18.1,1.3,77.94,6
-64.3840154,-32.5546041,2023-02-13,0,0.34,25.15,32.84,17.77,5.36,71.62,5
-64.3840154,-32.5546041,2023-02-13,0,0.44,22.28,27.27,16.71,20.79,84.19,4
-64.3840154,-32.5546041,2023-02-13,0,0.38,22.65,29.85,16.58,0.36,74.25,3
-64.3840154,-32.5546041,2023-02-13,0,0.33,22.78,28.41,18.45,2.06,79.19,2
-64.3840154,-32.5546041,2023-02-13,0,0.33,24.58,33.4,16.65,0.32,65.44,1
-64.3837032,-32.55677747,2020-03-10,2,0.38,19.55,25.61,14.76,0,73.94,15
-64.3837032,-32.55677747,2020-03-10,2,0.44,20.25,27.12,14.05,0,72.94,14
-64.3837032,-32.55677747,2020-03-10,2,0.3,22.33,28.31,16.76,0,74.62,13
-64.3837032,-32.55677747,2020-03-10,2,0.3,21.76,28.08,16.38,0,76.12,12
-64.3837032,-32.55677747,2020-03-10,2,0.36,24.95,33.26,17.52,0,71.56,11
-64.3837032,-32.55677747,2020-03-10,2,0.33,25.37,31.82,19.65,11.32,81.56,10
-64.3837032,-32.55677747,2020-03-10,2,0.45,25.01,35.51,17.41,8.83,78.69,9
-64.3837032,-32.55677747,2020-03-10,2,0.46,18.61,25.98,12.76,0.04,60.5,8
-64.3837032,-32.55677747,2020-03-10,2,0.34,22.21,31.93,13.11,0,64.88,7
-64.3837032,-32.55677747,2020-03-10,2,0.42,17.61,23.76,11.82,0,61.62,6
-64.3837032,-32.55677747,2020-03-10,2,0.47,16.08,23.26,11.35,0,54.56,5
-64.3837032,-32.55677747,2020-03-10,2,0.43,15.99,22.87,9.94,0.01,59.12,4
-64.3837032,-32.55677747,2020-03-10,2,0.43,18.55,27.11,10.98,0,60.81,3
-64.3837032,-32.55677747,2020-03-10,2,0.34,21.34,30.91,13.43,1.97,62.81,2
-64.3837032,-32.55677747,2020-03-10,2,0.35,19.65,28.92,12.11,7.59,53.44,1
-64.3836999,-32.5574858,2022-05-11,1,0.48,14.63,24.44,7.45,0,44.12,15
-64.3836999,-32.5574858,2022-05-11,1,0.59,15.3,24.37,9.65,0,43.12,14
-64.3836999,-32.5574858,2022-05-11,1,0.51,14.04,21.65,7.47,0,50.19,13
-64.3836999,-32.5574858,2022-05-11,1,0.38,16.11,24.72,9.49,0.12,50.44,12
-64.3836999,-32.5574858,2022-05-11,1,0.32,15.98,23.51,10.15,0.04,60.44,11
-64.3836999,-32.5574858,2022-05-11,1,0.47,16.29,24.68,8.69,0,59.81,10
-64.3836999,-32.5574858,2022-05-11,1,0.47,16.37,24.89,9.58,0,67.12,9
-64.3836999,-32.5574858,2022-05-11,1,0.36,18.22,28.03,10.87,1.63,66.31,8
-64.3836999,-32.5574858,2022-05-11,1,0.29,16.49,25.98,8.62,0.31,69.19,7
-64.3836999,-32.5574858,2022-05-11,1,0.52,14.18,19.93,9.12,0.91,68.81,6
-64.3836999,-32.5574858,2022-05-11,1,0.41,17.46,29.65,8.09,0,61.88,5
-64.3836999,-32.5574858,2022-05-11,1,0.49,20.05,30.78,11.43,0,64.81,4
-64.3836999,-32.5574858,2022-05-11,1,0.55,16.1,22.43,10.67,0,50.38,3
-64.3836999,-32.5574858,2022-05-11,1,0.52,19.29,31.74,8.7,2.82,52.94,2
-64.3836999,-32.5574858,2022-05-11,1,0.59,13.58,19.91,8.4,0,44.25,1
-64.38228408,-32.55467302,2021-02-22,2,0.26,27.44,36.65,20.1,7,63,15
-64.38228408,-32.55467302,2021-02-22,2,0.37,25.44,31.19,20.86,1.89,71.38,14
-64.38228408,-32.55467302,2021-02-22,2,0.34,26.35,34.19,19.93,0.39,53.88,13
-64.38228408,-32.55467302,2021-02-22,2,0.3,21.64,25.23,18.66,27.27,78.75,12
-64.38228408,-32.55467302,2021-02-22,2,0.29,20.83,25.49,17.98,35.9,85.75,11
-64.38228408,-32.55467302,2021-02-22,2,0.47,17.72,21.83,14.37,37.92,88.06,10
-64.38228408,-32.55467302,2021-02-22,2,0.37,14.76,18.28,12.04,10.26,86.75,9
-64.38228408,-32.55467302,2021-02-22,2,0.31,16.42,20.94,10.8,13.04,82.75,8
-64.38228408,-32.55467302,2021-02-22,2,0.36,16.14,19.59,13.12,16.46,85.75,7
-64.38228408,-32.55467302,2021-02-22,2,0.45,18.01,24.76,11.87,0.43,74.44,6
-64.38228408,-32.55467302,2021-02-22,2,0.43,18.83,26.12,11.58,0,68.5,5
-64.38228408,-32.55467302,2021-02-22,2,0.31,19.89,29.2,11.55,0,70.19,4
-64.38228408,-32.55467302,2021-02-22,2,0.36,21.07,29.54,13.65,0,66.62,3
-64.38228408,-32.55467302,2021-02-22,2,0.38,22.46,30.92,14.13,0.12,66.5,2
-64.38228408,-32.55467302,2021-02-22,2,0.3,18.36,22.36,15.56,6.51,86.19,1
-64.37526378,-31.57341327,2023-03-21,0,0.26,22.15,32.15,13.33,0,48.88,15
-64.37526378,-31.57341327,2023-03-21,0,0.22,19.08,20.82,16.95,10.72,82.75,14
-64.37526378,-31.57341327,2023-03-21,0,0.34,22.9,31.48,16.6,0.02,64.31,13
-64.37526378,-31.57341327,2023-03-21,0,0.3,23.16,32.04,16.55,2.2,58.88,12
-64.37526378,-31.57341327,2023-03-21,0,0.16,21.93,31.36,17.35,0.45,67.31,11
-64.37526378,-31.57341327,2023-03-21,0,0.31,23.68,32.23,17.28,0.58,47.81,10
-64.37526378,-31.57341327,2023-03-21,0,0.38,24.1,33.72,15.71,0,51,9
-64.37526378,-31.57341327,2023-03-21,0,0.27,24.79,33.43,18.55,0.62,54.12,8
-64.37526378,-31.57341327,2023-03-21,0,0.27,25.04,32.52,18.3,0.45,58.19,7
-64.37526378,-31.57341327,2023-03-21,0,0.38,25.4,34.85,17.89,0,51.5,6
-64.37526378,-31.57341327,2023-03-21,0,0.27,25,33.34,18.59,0,53.44,5
-64.37526378,-31.57341327,2023-03-21,0,0.2,26.26,35.83,18.02,0.06,49.38,4
-64.37526378,-31.57341327,2023-03-21,0,0.27,26.54,35.06,19.77,0.11,52.69,3
-64.37526378,-31.57341327,2023-03-21,0,0.27,24.32,30.97,19.1,16.19,67.31,2
-64.37526378,-31.57341327,2023-03-21,0,0.31,23.57,30.94,17.61,0.63,65.19,1
-64.37181292,-26.74666397,2020-06-19,1,4.67,12.77,18.18,8.24,0.11,63.06,15
-64.37181292,-26.74666397,2020-06-19,1,1.19,11.3,18.75,5.05,0,49.69,14
-64.37181292,-26.74666397,2020-06-19,1,2.37,14.09,24.87,5.83,0,42.69,13
-64.37181292,-26.74666397,2020-06-19,1,2.49,17.64,26.94,11.37,0,40.5,12
-64.37181292,-26.74666397,2020-06-19,1,2.96,16.88,26.12,9.5,0,44.56,11
-64.37181292,-26.74666397,2020-06-19,1,4.31,19.09,29.28,11.87,0,44.06,10
-64.37181292,-26.74666397,2020-06-19,1,1.68,19.06,28.26,12.82,0,49,9
-64.37181292,-26.74666397,2020-06-19,1,2.22,20.11,30.27,11.38,0,49.88,8
-64.37181292,-26.74666397,2020-06-19,1,2.99,19.05,25.2,14.65,0,55.25,7
-64.37181292,-26.74666397,2020-06-19,1,2.29,14.5,19.44,10.92,0,52.75,6
-64.37181292,-26.74666397,2020-06-19,1,1.38,12.59,19.37,8.15,0,49.06,5
-64.37181292,-26.74666397,2020-06-19,1,2.92,13.06,21.51,6.34,0,48.25,4
-64.37181292,-26.74666397,2020-06-19,1,3.38,14.78,23.16,7.52,0.07,56.44,3
-64.37181292,-26.74666397,2020-06-19,1,2.36,13.99,19.73,10.48,1.14,65.62,2
-64.37181292,-26.74666397,2020-06-19,1,1.91,12.62,20.48,6.58,0.06,66.56,1
-64.32726407,-34.19025621,2022-05-11,1,0.26,12.81,22.89,5.93,0.09,53.88,15
-64.32726407,-34.19025621,2022-05-11,1,0.33,14.08,23.63,6.78,0,60.25,14
-64.32726407,-34.19025621,2022-05-11,1,0.19,14.46,24.02,6.4,0,61.38,13
-64.32726407,-34.19025621,2022-05-11,1,0.24,13.95,22.16,6.95,0,68.06,12
-64.32726407,-34.19025621,2022-05-11,1,0.19,15.01,24.3,7.59,0,71.31,11
-64.32726407,-34.19025621,2022-05-11,1,0.2,16.71,26.71,8.65,0,67.25,10
-64.32726407,-34.19025621,2022-05-11,1,0.17,16.58,23.1,10.38,0,73.25,9
-64.32726407,-34.19025621,2022-05-11,1,0.19,17.45,25.9,10.04,2.7,72.44,8
-64.32726407,-34.19025621,2022-05-11,1,0.14,13.85,22.7,5.72,0.05,59.94,7
-64.32726407,-34.19025621,2022-05-11,1,0.37,14.12,19.77,9.61,3.92,64.56,6
-64.32726407,-34.19025621,2022-05-11,1,0.15,17.4,29.94,7.44,0,62.12,5
-64.32726407,-34.19025621,2022-05-11,1,0.16,19.26,30.15,10.69,0,70.12,4
-64.32726407,-34.19025621,2022-05-11,1,0.19,14.56,21.94,9.32,0,53.94,3
-64.32726407,-34.19025621,2022-05-11,1,0.17,16.99,30.54,7.3,0.21,55.25,2
-64.32726407,-34.19025621,2022-05-11,1,0.2,13.05,20.63,6.67,2.05,54.25,1
-64.30624637,-32.80830216,2023-04-10,3,0.1,26.4,33.87,21.57,41.72,66.06,15
-64.30624637,-32.80830216,2023-04-10,3,0.02,22.9,27.01,20.44,6.63,85,14
-64.30624637,-32.80830216,2023-04-10,3,0.04,24.73,32.94,18.24,0.03,73,13
-64.30624637,-32.80830216,2023-04-10,3,0.16,24.44,32.55,18.99,0,67.62,12
-64.30624637,-32.80830216,2023-04-10,3,0.16,24.84,34.11,17.18,0,61.56,11
-64.30624637,-32.80830216,2023-04-10,3,0.05,25.48,33.76,18.12,0,63.62,10
-64.30624637,-32.80830216,2023-04-10,3,0.03,25.1,31.55,20.05,0.27,70.44,9
-64.30624637,-32.80830216,2023-04-10,3,0.02,21.86,27.71,17.6,6.23,80.38,8
-64.30624637,-32.80830216,2023-04-10,3,0.03,19.35,24.19,16.73,26.49,91.06,7
-64.30624637,-32.80830216,2023-04-10,3,0.02,16.82,20.08,15.34,48.02,93.38,6
-64.30624637,-32.80830216,2023-04-10,3,0.02,20.08,26.07,15.76,3.41,90.94,5
