LON,LAT,rating_date,score,WS2M,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,ID
-64.906073,-27.013662,2023-03-28,0,1.78,27.94,34.1,23.8,5.37,70.69,8
-64.906073,-27.013662,2023-03-28,0,2.38,28.58,35.83,22.56,0,65.94,7
-64.906073,-27.013662,2023-03-28,0,2.77,29.69,37.05,23.37,0,58.69,6
-64.906073,-27.013662,2023-03-28,0,3.09,30.19,38.16,23.52,0,56.06,5
-64.906073,-27.013662,2023-03-28,0,4.14,30.31,38.01,24.26,0,53.75,4
-64.906073,-27.013662,2023-03-28,0,3.98,30.08,37.8,23.33,0,51.94,3
-64.906073,-27.013662,2023-03-28,0,3.93,30.44,37.7,24.45,0.01,50.38,2
-64.906073,-27.013662,2023-03-28,0,2.61,28.92,34.74,23.94,1.2,60.06,1
-64.906073,-27.013662,2023-05-02,0,2.1,21.5,23.19,18.11,24.45,91.12,15
-64.906073,-27.013662,2023-05-02,0,1.52,19.6,24.34,16.54,5.71,85.56,14
-64.906073,-27.013662,2023-05-02,0,1.42,21.51,27.54,16.55,0,79.75,13
-64.906073,-27.013662,2023-05-02,0,1.58,22.21,26.69,19.03,0,78.31,12
-64.906073,-27.013662,2023-05-02,0,2.46,23.52,30.4,18.13,0,69.88,11
-64.906073,-27.013662,2023-05-02,0,2.91,24.27,31.2,18.96,0,69.69,10
-64.906073,-27.013662,2023-05-02,0,2.09,24.29,31.33,18.2,0,72,9
-64.906073,-27.013662,2023-05-02,0,2.96,25.88,33.44,20.25,0,67.75,8
-64.906073,-27.013662,2023-05-02,0,2.22,25.74,32.33,20.65,11.28,72.56,7
-64.906073,-27.013662,2023-05-02,0,2.67,16.42,18.89,14.45,45.23,87.12,6
-64.906073,-27.013662,2023-05-02,0,1.83,15.86,20.39,12.99,0.99,75.5,5
-64.906073,-27.013662,2023-05-02,0,1.77,16.21,20.94,12.13,1.86,85.44,4
-64.906073,-27.013662,2023-05-02,0,1.78,17.67,22.51,14.39,1.52,87.38,3
-64.906073,-27.013662,2023-05-02,0,1.74,17.68,22.66,14.21,0.11,85.38,2
-64.906073,-27.013662,2023-05-02,0,1.11,19.32,25.85,13.76,0,78.19,1
-64.85337139,-35.0511958,2021-07-28,1,0.48,1.83,7.22,-2.76,0,80.31,15
-64.85337139,-35.0511958,2021-07-28,1,0.48,5.38,14.23,-2.06,0,75.75,14
-64.85337139,-35.0511958,2021-07-28,1,0.74,4.9,12.69,0.44,0,69.31,13
-64.85337139,-35.0511958,2021-07-28,1,0.51,5.44,15.71,-0.72,0,71.69,12
-64.85337139,-35.0511958,2021-07-28,1,0.51,7.27,16.08,2.62,0,81.5,11
-64.85337139,-35.0511958,2021-07-28,1,0.51,8.36,17.97,1.48,0,86.62,10
-64.85337139,-35.0511958,2021-07-28,1,0.59,11.33,19.27,7.12,0.76,89.25,9
-64.85337139,-35.0511958,2021-07-28,1,0.49,9.28,17.42,4.37,0.31,80.69,8
-64.85337139,-35.0511958,2021-07-28,1,0.7,10.5,18.68,5.05,0,90.12,7
-64.85337139,-35.0511958,2021-07-28,1,0.52,12.22,20.8,7.55,0,88.12,6
-64.85337139,-35.0511958,2021-07-28,1,0.88,7.12,13.83,1.44,0,54.69,5
-64.85337139,-35.0511958,2021-07-28,1,0.46,7.32,17.09,-0.5,0,69.38,4
-64.85337139,-35.0511958,2021-07-28,1,0.63,7.99,15.09,3.12,0,74.69,3
-64.85337139,-35.0511958,2021-07-28,1,0.51,6.33,14.63,1.01,0.02,81.19,2
-64.85337139,-35.0511958,2021-07-28,1,0.59,6.76,14.22,1.6,0.28,73,1
-64.835358,-26.801957,2023-05-02,0,2.1,21.5,23.19,18.11,24.45,91.12,15
-64.835358,-26.801957,2023-05-02,0,1.52,19.6,24.34,16.54,5.71,85.56,14
-64.835358,-26.801957,2023-05-02,0,1.42,21.51,27.54,16.55,0,79.75,13
-64.835358,-26.801957,2023-05-02,0,1.58,22.21,26.69,19.03,0,78.31,12
-64.835358,-26.801957,2023-05-02,0,2.46,23.52,30.4,18.13,0,69.88,11
-64.835358,-26.801957,2023-05-02,0,2.91,24.27,31.2,18.96,0,69.69,10
-64.835358,-26.801957,2023-05-02,0,2.09,24.29,31.33,18.2,0,72,9
-64.835358,-26.801957,2023-05-02,0,2.96,25.88,33.44,20.25,0,67.75,8
-64.835358,-26.801957,2023-05-02,0,2.22,25.74,32.33,20.65,11.28,72.56,7
-64.835358,-26.801957,2023-05-02,0,2.67,16.42,18.89,14.45,45.23,87.12,6
-64.835358,-26.801957,2023-05-02,0,1.83,15.86,20.39,12.99,0.99,75.5,5
-64.835358,-26.801957,2023-05-02,0,1.77,16.21,20.94,12.13,1.86,85.44,4
-64.835358,-26.801957,2023-05-02,0,1.78,17.67,22.51,14.39,1.52,87.38,3
-64.835358,-26.801957,2023-05-02,0,1.74,17.68,22.66,14.21,0.11,85.38,2
-64.835358,-26.801957,2023-05-02,0,1.11,19.32,25.85,13.76,0,78.19,1
-64.83529537,-25.42318218,2020-06-19,1,3.21,8.98,13.63,5.14,0.7,74.19,15
-64.83529537,-25.42318218,2020-06-19,1,0.96,8.98,16.83,3.8,0,59.5,14
-64.83529537,-25.42318218,2020-06-19,1,1.45,13.83,23.79,5.36,0,45.12,13
-64.83529537,-25.42318218,2020-06-19,1,1.89,16.76,25.08,11.74,0,37.75,12
-64.83529537,-25.42318218,2020-06-19,1,1.75,14.93,24.26,9.15,0,45.88,11
-64.83529537,-25.42318218,2020-06-19,1,2.18,16.21,27.08,8.94,0,46.88,10
-64.83529537,-25.42318218,2020-06-19,1,1.46,16.56,25.01,10.19,0,50.88,9
-64.83529537,-25.42318218,2020-06-19,1,1.59,17.96,26.89,12.01,0,52.81,8
-64.83529537,-25.42318218,2020-06-19,1,2.28,17.1,24.38,12.31,0.01,57.94,7
-64.83529537,-25.42318218,2020-06-19,1,1.79,10.74,15.11,7.19,0.01,69.94,6
-64.83529537,-25.42318218,2020-06-19,1,1.2,9.23,14.87,5.98,0,73.19,5
-64.83529537,-25.42318218,2020-06-19,1,1.75,10.3,18.8,4.97,0,63.94,4
-64.83529537,-25.42318218,2020-06-19,1,1.98,11.43,20.06,4.63,0,66.12,3
-64.83529537,-25.42318218,2020-06-19,1,1.68,9.06,11.01,7,3,81.5,2
-64.83529537,-25.42318218,2020-06-19,1,1.16,9.78,18.87,3.85,0.31,68,1
-64.833498,-26.8002858,2022-05-16,1,2.14,18.72,26.88,11.62,0,72.5,15
-64.833498,-26.8002858,2022-05-16,1,2.11,19.54,27.58,11.94,0,75.31,14
-64.833498,-26.8002858,2022-05-16,1,1.32,22.07,30.24,14.48,0,76.62,13
-64.833498,-26.8002858,2022-05-16,1,2.08,21.86,26.94,18.48,0,81.69,12
-64.833498,-26.8002858,2022-05-16,1,1.66,21.69,29.26,16.27,0.02,75.06,11
-64.833498,-26.8002858,2022-05-16,1,2.7,19.8,26.74,13.95,0.07,79,10
-64.833498,-26.8002858,2022-05-16,1,1.91,23.49,31.22,16.9,0,75.12,9
-64.833498,-26.8002858,2022-05-16,1,1.74,24.93,31.68,19.47,0,68.31,8
-64.833498,-26.8002858,2022-05-16,1,1.94,25.17,33.57,18.18,0,74.38,7
-64.833498,-26.8002858,2022-05-16,1,2.27,22.07,26.59,15.46,0,63.06,6
-64.833498,-26.8002858,2022-05-16,1,1.84,17.07,24.53,11.91,0.08,63.12,5
-64.833498,-26.8002858,2022-05-16,1,1.5,15,21.69,9.36,0.58,70,4
-64.833498,-26.8002858,2022-05-16,1,1.92,17.02,25.39,10.94,0,71.94,3
-64.833498,-26.8002858,2022-05-16,1,1.64,16.27,22.15,10.67,0,76.94,2
-64.833498,-26.8002858,2022-05-16,1,1.57,16.11,21.26,12.87,0,74.75,1
-64.819447,-27.115357,2023-05-02,0,2.1,21.5,23.19,18.11,24.45,91.12,15
-64.819447,-27.115357,2023-05-02,0,1.52,19.6,24.34,16.54,5.71,85.56,14
-64.819447,-27.115357,2023-05-02,0,1.42,21.51,27.54,16.55,0,79.75,13
-64.819447,-27.115357,2023-05-02,0,1.58,22.21,26.69,19.03,0,78.31,12
-64.819447,-27.115357,2023-05-02,0,2.46,23.52,30.4,18.13,0,69.88,11
-64.819447,-27.115357,2023-05-02,0,2.91,24.27,31.2,18.96,0,69.69,10
-64.819447,-27.115357,2023-05-02,0,2.09,24.29,31.33,18.2,0,72,9
-64.819447,-27.115357,2023-05-02,0,2.96,25.88,33.44,20.25,0,67.75,8
-64.819447,-27.115357,2023-05-02,0,2.22,25.74,32.33,20.65,11.28,72.56,7
-64.819447,-27.115357,2023-05-02,0,2.67,16.42,18.89,14.45,45.23,87.12,6
-64.819447,-27.115357,2023-05-02,0,1.83,15.86,20.39,12.99,0.99,75.5,5
-64.819447,-27.115357,2023-05-02,0,1.77,16.21,20.94,12.13,1.86,85.44,4
-64.819447,-27.115357,2023-05-02,0,1.78,17.67,22.51,14.39,1.52,87.38,3
-64.819447,-27.115357,2023-05-02,0,1.74,17.68,22.66,14.21,0.11,85.38,2
-64.819447,-27.115357,2023-05-02,0,1.11,19.32,25.85,13.76,0,78.19,1
-64.81015793,-35.03887329,2022-05-24,0,0.47,15.75,27.46,6.46,0,50.25,15
-64.81015793,-35.03887329,2022-05-24,0,0.39,12.11,20.29,5.06,1.12,55.19,14
-64.81015793,-35.03887329,2022-05-24,0,0.62,9.04,15.86,3.64,0,50.06,13
-64.81015793,-35.03887329,2022-05-24,0,0.48,8.41,16.84,1.08,0,58.06,12
-64.81015793,-35.03887329,2022-05-24,0,0.38,11.15,20.81,3.47,0,63,11
-64.81015793,-35.03887329,2022-05-24,0,0.42,10.2,18.85,3.54,0,67.94,10
-64.81015793,-35.03887329,2022-05-24,0,0.4,10.32,18.35,4.76,0,76.38,9
-64.81015793,-35.03887329,2022-05-24,0,0.4,11.23,20.48,5.47,0,73,8
-64.81015793,-35.03887329,2022-05-24,0,0.36,13.69,25.45,5.08,0,63.69,7
-64.81015793,-35.03887329,2022-05-24,0,0.43,14.5,25.4,7.15,0,63.38,6
-64.81015793,-35.03887329,2022-05-24,0,0.38,14.7,25.06,7.95,0,64.44,5
-64.81015793,-35.03887329,2022-05-24,0,0.4,15.98,26.81,7.51,0,68.38,4
-64.81015793,-35.03887329,2022-05-24,0,0.45,17.33,26.32,10.45,0,73.56,3
-64.81015793,-35.03887329,2022-05-24,0,0.49,15.55,23.51,9.66,0,62.94,2
-64.81015793,-35.03887329,2022-05-24,0,0.54,15.41,22.9,8.05,0,72.69,1
-64.73237946,-27.11156678,2022-05-16,0,2.14,18.72,26.88,11.62,0,72.5,15
-64.73237946,-27.11156678,2022-05-16,0,2.11,19.54,27.58,11.94,0,75.31,14
-64.73237946,-27.11156678,2022-05-16,0,1.32,22.07,30.24,14.48,0,76.62,13
-64.73237946,-27.11156678,2022-05-16,0,2.08,21.86,26.94,18.48,0,81.69,12
-64.73237946,-27.11156678,2022-05-16,0,1.66,21.69,29.26,16.27,0.02,75.06,11
-64.73237946,-27.11156678,2022-05-16,0,2.7,19.8,26.74,13.95,0.07,79,10
-64.73237946,-27.11156678,2022-05-16,0,1.91,23.49,31.22,16.9,0,75.12,9
-64.73237946,-27.11156678,2022-05-16,0,1.74,24.93,31.68,19.47,0,68.31,8
-64.73237946,-27.11156678,2022-05-16,0,1.94,25.17,33.57,18.18,0,74.38,7
-64.73237946,-27.11156678,2022-05-16,0,2.27,22.07,26.59,15.46,0,63.06,6
-64.73237946,-27.11156678,2022-05-16,0,1.84,17.07,24.53,11.91,0.08,63.12,5
-64.73237946,-27.11156678,2022-05-16,0,1.5,15,21.69,9.36,0.58,70,4
-64.73237946,-27.11156678,2022-05-16,0,1.92,17.02,25.39,10.94,0,71.94,3
-64.73237946,-27.11156678,2022-05-16,0,1.64,16.27,22.15,10.67,0,76.94,2
-64.73237946,-27.11156678,2022-05-16,0,1.57,16.11,21.26,12.87,0,74.75,1
-64.72184979,-27.10060308,2020-06-19,1,4.11,12.74,17.71,8.26,0.02,63.56,15
-64.72184979,-27.10060308,2020-06-19,1,1.55,10.57,18.03,4.97,0,51.81,14
-64.72184979,-27.10060308,2020-06-19,1,1.64,15.44,26.08,6.89,0,37.94,13
-64.72184979,-27.10060308,2020-06-19,1,1.6,17.16,27.11,10.04,0,41.81,12
-64.72184979,-27.10060308,2020-06-19,1,2.59,17.59,28.14,9.7,0,41.88,11
-64.72184979,-27.10060308,2020-06-19,1,2.12,18.57,30.8,9.89,0,45.75,10
-64.72184979,-27.10060308,2020-06-19,1,1.02,17.12,25.33,9.4,0,52.81,9
-64.72184979,-27.10060308,2020-06-19,1,1.7,19.59,30.24,12.24,0,48.06,8
-64.72184979,-27.10060308,2020-06-19,1,2.51,17.95,23.3,12.98,0,57.44,7
-64.72184979,-27.10060308,2020-06-19,1,1.77,13.68,19.24,9.32,0,55,6
-64.72184979,-27.10060308,2020-06-19,1,1.53,12.1,19.4,7.51,0,56.06,5
-64.72184979,-27.10060308,2020-06-19,1,2.59,13.41,22.66,6.44,0,50.25,4
-64.72184979,-27.10060308,2020-06-19,1,3.01,14.62,22.9,6.99,0.11,55.5,3
-64.72184979,-27.10060308,2020-06-19,1,2.1,12.73,17.08,9.45,0.8,71.38,2
-64.72184979,-27.10060308,2020-06-19,1,1.48,12.12,20.53,6.46,0.01,64.75,1
-64.6873371,-27.2813234,2022-06-09,0,0.4,19.19,26.54,13.48,0,65.62,15
-64.6873371,-27.2813234,2022-06-09,0,0.31,17.96,25.33,12.43,0,69.19,14
-64.6873371,-27.2813234,2022-06-09,0,0.22,16.21,21.22,12.37,0.07,81.44,13
-64.6873371,-27.2813234,2022-06-09,0,0.29,13.77,17.05,10.69,0.24,71.12,12
-64.6873371,-27.2813234,2022-06-09,0,0.36,13.06,17.83,10.25,0.18,73.12,11
-64.6873371,-27.2813234,2022-06-09,0,0.46,11.36,19.68,4.86,0,65.62,10
-64.6873371,-27.2813234,2022-06-09,0,0.39,10.37,19.98,3.4,0,58.06,9
-64.6873371,-27.2813234,2022-06-09,0,0.35,10.3,20.56,2.73,0,62.88,8
-64.6873371,-27.2813234,2022-06-09,0,0.4,13.01,24.42,5.08,0,60.06,7
-64.6873371,-27.2813234,2022-06-09,0,0.41,15.03,23.78,5.83,0,59.69,6
-64.6873371,-27.2813234,2022-06-09,0,0.46,16.45,26.4,10.08,0,60.12,5
-64.6873371,-27.2813234,2022-06-09,0,0.34,16.87,27.61,8.26,0,70.25,4
-64.6873371,-27.2813234,2022-06-09,0,0.28,19.37,29.37,11.59,0,72.94,3
-64.6873371,-27.2813234,2022-06-09,0,0.41,19.53,25.69,14.94,0.05,76.38,2
-64.6873371,-27.2813234,2022-06-09,0,0.33,13.32,17.19,11.26,0.03,71.06,1
-64.6755411,-26.97923457,2020-06-19,1,2.29,13.05,18.4,7.56,0.02,62.06,15
-64.6755411,-26.97923457,2020-06-19,1,0.76,10.67,19.19,4.63,0,53.19,14
-64.6755411,-26.97923457,2020-06-19,1,1.29,13.32,25.23,4.73,0,44.81,13
-64.6755411,-26.97923457,2020-06-19,1,1.25,16.24,26.93,7.88,0,45.06,12
-64.6755411,-26.97923457,2020-06-19,1,1.67,16.27,26.08,8.08,0,45.12,11
-64.6755411,-26.97923457,2020-06-19,1,2.44,18.57,28.9,10.6,0,46.38,10
-64.6755411,-26.97923457,2020-06-19,1,1.1,18.5,28.82,10.83,0,52.56,9
-64.6755411,-26.97923457,2020-06-19,1,1.13,19.31,30.54,9.88,0,54.31,8
-64.6755411,-26.97923457,2020-06-19,1,1.52,18.54,24.71,13.92,0,57.88,7
-64.6755411,-26.97923457,2020-06-19,1,1.24,14.3,19.57,10.62,0,52.31,6
-64.6755411,-26.97923457,2020-06-19,1,0.89,12.57,20.07,7.75,0,47.38,5
-64.6755411,-26.97923457,2020-06-19,1,1.66,12.63,21.52,5.05,0,46.62,4
-64.6755411,-26.97923457,2020-06-19,1,1.97,14.33,23.08,6.59,0.22,56.75,3
-64.6755411,-26.97923457,2020-06-19,1,1.27,13.84,19.83,10.25,0.77,66.38,2
-64.6755411,-26.97923457,2020-06-19,1,1.06,12.54,20.81,5.84,0.02,68.12,1
-64.66772014,-26.97632021,2022-06-09,1,1.76,19.34,26.74,13.51,0,67.75,15
-64.66772014,-26.97632021,2022-06-09,1,1.34,18.51,26.24,12.55,0,70.44,14
-64.66772014,-26.97632021,2022-06-09,1,0.86,16.98,22.12,13.27,0,80.06,13
-64.66772014,-26.97632021,2022-06-09,1,1.19,14.74,18.75,11.31,0.12,70.5,12
-64.66772014,-26.97632021,2022-06-09,1,0.78,13.17,17.22,10.55,0.1,73,11
-64.66772014,-26.97632021,2022-06-09,1,0.91,12.23,19.68,6.39,0,66.19,10
-64.66772014,-26.97632021,2022-06-09,1,0.81,11.08,20.09,4.13,0,56.12,9
-64.66772014,-26.97632021,2022-06-09,1,1.62,11.1,20.84,2.94,0,60.88,8
-64.66772014,-26.97632021,2022-06-09,1,1.73,14.16,24.36,7.17,0,57.31,7
-64.66772014,-26.97632021,2022-06-09,1,0.7,15.49,23.72,6.87,0,59.38,6
-64.66772014,-26.97632021,2022-06-09,1,1.26,17.18,26.36,10.62,0,57.25,5
-64.66772014,-26.97632021,2022-06-09,1,1.58,18.27,28.14,10.23,0,64.75,4
-64.66772014,-26.97632021,2022-06-09,1,0.73,20.56,30.08,12.35,0,69.25,3
-64.66772014,-26.97632021,2022-06-09,1,1.66,20.26,28.01,15.25,0.09,74.38,2
-64.66772014,-26.97632021,2022-06-09,1,1.24,13.7,17.78,10.99,0.05,72.62,1
-64.64240327,-26.45712213,2022-08-29,0,1.98,19.85,29.31,11.3,0,42.38,15
-64.64240327,-26.45712213,2022-08-29,0,1.91,23.34,31.98,14.96,0,50.69,14
-64.64240327,-26.45712213,2022-08-29,0,4.43,18.08,22.12,13.73,0.02,69.19,13
-64.64240327,-26.45712213,2022-08-29,0,2.45,15.55,23.1,9.61,0,65.38,12
-64.64240327,-26.45712213,2022-08-29,0,2.68,15.97,23.96,8.74,0,55.25,11
-64.64240327,-26.45712213,2022-08-29,0,2.34,17.25,26.63,9.08,0,47.38,10
-64.64240327,-26.45712213,2022-08-29,0,2.27,16.97,23.87,9.32,0.65,56.69,9
-64.64240327,-26.45712213,2022-08-29,0,2.87,13.33,17.38,9.75,2.15,66,8
-64.64240327,-26.45712213,2022-08-29,0,2.86,11.25,18.55,6.82,0.01,58.25,7
-64.64240327,-26.45712213,2022-08-29,0,3.73,12.3,21.08,4.49,0,52.69,6
-64.64240327,-26.45712213,2022-08-29,0,3.88,15.68,24.71,7.22,0,39.56,5
-64.64240327,-26.45712213,2022-08-29,0,3.41,18.03,28.44,10.06,0,39.19,4
-64.64240327,-26.45712213,2022-08-29,0,1.52,21.57,31.12,13.9,0,38.88,3
-64.64240327,-26.45712213,2022-08-29,0,2.45,24.83,36.12,15.65,0,36.56,2
-64.64240327,-26.45712213,2022-08-29,0,4.19,20.91,28.3,13.45,0,28.81,1
-64.59995,-26.64916,2023-05-02,0,2.44,22.19,24.62,17.9,25.28,90.75,15
-64.59995,-26.64916,2023-05-02,0,1.34,19.14,23.48,16.37,3.32,88.38,14
-64.59995,-26.64916,2023-05-02,0,1.09,21.94,28,16.12,0.05,79.88,13
-64.59995,-26.64916,2023-05-02,0,1.04,22.33,26.5,19.13,0.04,79.06,12
-64.59995,-26.64916,2023-05-02,0,2.36,23.31,29.96,17.97,0,71.56,11
-64.59995,-26.64916,2023-05-02,0,3.01,23.68,30.5,18.26,0,72.06,10
-64.59995,-26.64916,2023-05-02,0,3.09,24.03,30.83,18.48,0,71.81,9
-64.59995,-26.64916,2023-05-02,0,3.59,25.15,32.33,19.67,0,70.06,8
-64.59995,-26.64916,2023-05-02,0,2.67,25.66,31.55,20.94,5.64,75.88,7
-64.59995,-26.64916,2023-05-02,0,4.12,17.44,20.98,14.69,47.99,87.5,6
-64.59995,-26.64916,2023-05-02,0,1.58,15.85,19.8,12.58,0.56,75.88,5
-64.59995,-26.64916,2023-05-02,0,1.17,17.23,21.61,13.29,1.96,85.12,4
-64.59995,-26.64916,2023-05-02,0,1.45,18.77,23.99,15.47,1.09,86.19,3
-64.59995,-26.64916,2023-05-02,0,1.52,18.42,23.38,14.9,0.15,84.19,2
-64.59995,-26.64916,2023-05-02,0,1.08,20.04,26.02,14.04,0,75.69,1
-64.57670005,-26.08512781,2020-06-19,1,5.18,12.3,17.62,7.89,0.28,64.94,15
-64.57670005,-26.08512781,2020-06-19,1,1.45,10.78,18.03,4.94,0,52.12,14
-64.57670005,-26.08512781,2020-06-19,1,2.16,13.61,24.46,5.33,0,46.56,13
-64.57670005,-26.08512781,2020-06-19,1,2.79,17.74,27.08,11.51,0,40.62,12
-64.57670005,-26.08512781,2020-06-19,1,2.47,16.61,25.62,10.23,0,46.25,11
-64.57670005,-26.08512781,2020-06-19,1,3.61,18.2,28.78,11.05,0,46.56,10
-64.57670005,-26.08512781,2020-06-19,1,1.66,18.37,26.82,12.65,0,51.12,9
-64.57670005,-26.08512781,2020-06-19,1,1.92,20.03,29.41,14.02,0,51.62,8
-64.57670005,-26.08512781,2020-06-19,1,3.3,19.36,25.85,14.73,0,55.12,7
-64.57670005,-26.08512781,2020-06-19,1,2.79,14.29,18.26,11.31,0,53.44,6
-64.57670005,-26.08512781,2020-06-19,1,1.45,11.8,17.37,7.8,0,58,5
-64.57670005,-26.08512781,2020-06-19,1,2.42,12.17,20.87,5.56,0,54.62,4
-64.57670005,-26.08512781,2020-06-19,1,2.85,14.1,22.57,6.61,0.02,60.12,3
-64.57670005,-26.08512781,2020-06-19,1,2.53,13.28,18.02,10.66,1.79,67,2
-64.57670005,-26.08512781,2020-06-19,1,1.66,12.33,20.47,6.12,0.21,68.12,1
-64.56893932,-26.12122183,2022-08-30,1,1.88,23.22,31.48,14.85,0.01,52.75,15
-64.56893932,-26.12122183,2022-08-30,1,4.73,18.07,22.4,13.62,0.05,68.69,14
-64.56893932,-26.12122183,2022-08-30,1,2.77,15.26,22.58,9.86,0,64.94,13
-64.56893932,-26.12122183,2022-08-30,1,2.05,15.81,23.62,9.76,0,55.88,12
-64.56893932,-26.12122183,2022-08-30,1,1.96,17.07,26.6,8.94,0,52,11
-64.56893932,-26.12122183,2022-08-30,1,2.16,16.59,23.43,9.19,0.6,59.19,10
-64.56893932,-26.12122183,2022-08-30,1,3.09,12.5,14.5,10.73,1.68,72.75,9
-64.56893932,-26.12122183,2022-08-30,1,3.16,11.05,18.2,6.25,0.01,57.75,8
-64.56893932,-26.12122183,2022-08-30,1,3.05,11.69,20.62,3.68,0,53.94,7
-64.56893932,-26.12122183,2022-08-30,1,3.15,14.8,24.32,6.3,0,42.31,6
-64.56893932,-26.12122183,2022-08-30,1,2.85,17.38,28,8.6,0,41.06,5
-64.56893932,-26.12122183,2022-08-30,1,1.62,21.48,30.57,13.36,0,39.94,4
-64.56893932,-26.12122183,2022-08-30,1,2.4,24.29,35.67,15.26,0,38,3
-64.56893932,-26.12122183,2022-08-30,1,4.63,21.33,28.37,13.01,0,25.44,2
-64.56893932,-26.12122183,2022-08-30,1,3.11,17.69,27.74,8.37,0,31.5,1
-64.56546581,-32.77078277,2020-03-10,2,0.01,20.71,27.23,15.71,0,70.25,15
-64.56546581,-32.77078277,2020-03-10,2,0.01,21.37,28.65,14.96,0,68.5,14
-64.56546581,-32.77078277,2020-03-10,2,0.01,22.76,29.42,17.14,0,72.19,13
-64.56546581,-32.77078277,2020-03-10,2,0.01,22.66,30.23,16.34,0,70.38,12
-64.56546581,-32.77078277,2020-03-10,2,0.01,26.08,35.68,17.65,0,66.75,11
-64.56546581,-32.77078277,2020-03-10,2,0.01,26.28,32.98,20.07,10.12,77.62,10
-64.56546581,-32.77078277,2020-03-10,2,0.01,24.64,35.33,17.15,10.22,79,9
-64.56546581,-32.77078277,2020-03-10,2,0.1,18.81,26.51,12.4,0,56.81,8
-64.56546581,-32.77078277,2020-03-10,2,0.04,22.48,33.8,12.23,0,62.31,7
-64.56546581,-32.77078277,2020-03-10,2,0.05,17.81,24.35,12.37,0,57.69,6
-64.56546581,-32.77078277,2020-03-10,2,0.23,16.07,23.49,10.53,0,52.38,5
-64.56546581,-32.77078277,2020-03-10,2,0.16,16.5,24.56,9.16,0.08,57.81,4
-64.56546581,-32.77078277,2020-03-10,2,0.02,19.74,28.58,12.71,0,56.56,3
-64.56546581,-32.77078277,2020-03-10,2,0.01,21.05,31.04,12.88,2.83,63.62,2
-64.56546581,-32.77078277,2020-03-10,2,0.01,19.94,29.64,12.87,1.38,46.88,1
-64.549188,-26.669364,2022-05-16,1,2.3,18.44,26.41,11.58,0,71.56,15
-64.549188,-26.669364,2022-05-16,1,2.59,20.04,27.69,12.49,0,71.94,14
-64.549188,-26.669364,2022-05-16,1,1.78,23.55,30.96,16.73,0,72,13
-64.549188,-26.669364,2022-05-16,1,2.41,22.12,27.02,18.52,0,82.75,12
-64.549188,-26.669364,2022-05-16,1,1.88,22.4,30.58,16.49,1.85,77.62,11
-64.549188,-26.669364,2022-05-16,1,2.2,19.24,25.15,14.4,5.6,83.5,10
-64.549188,-26.669364,2022-05-16,1,2.57,23.22,29.73,17.2,0,83.31,9
-64.549188,-26.669364,2022-05-16,1,1.98,25.16,32.09,19.03,0,76.12,8
-64.549188,-26.669364,2022-05-16,1,2.46,25.66,32.63,19.27,0,79.25,7
-64.549188,-26.669364,2022-05-16,1,3.27,22.78,27.01,15.97,0,65.88,6
-64.549188,-26.669364,2022-05-16,1,2.84,17.8,25.19,12.72,0.08,61.31,5
-64.549188,-26.669364,2022-05-16,1,1.48,15.3,22.44,9.33,0.57,70.19,4
-64.549188,-26.669364,2022-05-16,1,1.63,17.69,25.15,11.58,0,69.56,3
-64.549188,-26.669364,2022-05-16,1,1.52,17.49,23.15,12.2,0,74.12,2
-64.549188,-26.669364,2022-05-16,1,2.17,16.39,20.95,12.57,0,74,1
-64.4912746,-26.2559675,2022-08-30,1,1.91,23.34,31.98,14.96,0,50.69,15
-64.4912746,-26.2559675,2022-08-30,1,4.43,18.08,22.12,13.73,0.02,69.19,14
-64.4912746,-26.2559675,2022-08-30,1,2.45,15.55,23.1,9.61,0,65.38,13
-64.4912746,-26.2559675,2022-08-30,1,2.68,15.97,23.96,8.74,0,55.25,12
-64.4912746,-26.2559675,2022-08-30,1,2.34,17.25,26.63,9.08,0,47.38,11
-64.4912746,-26.2559675,2022-08-30,1,2.27,16.97,23.87,9.32,0.65,56.69,10
-64.4912746,-26.2559675,2022-08-30,1,2.87,13.33,17.38,9.75,2.15,66,9
-64.4912746,-26.2559675,2022-08-30,1,2.86,11.25,18.55,6.82,0.01,58.25,8
-64.4912746,-26.2559675,2022-08-30,1,3.73,12.3,21.08,4.49,0,52.69,7
-64.4912746,-26.2559675,2022-08-30,1,3.88,15.68,24.71,7.22,0,39.56,6
-64.4912746,-26.2559675,2022-08-30,1,3.41,18.03,28.44,10.06,0,39.19,5
-64.4912746,-26.2559675,2022-08-30,1,1.52,21.57,31.12,13.9,0,38.88,4
-64.4912746,-26.2559675,2022-08-30,1,2.45,24.83,36.12,15.65,0,36.56,3
-64.4912746,-26.2559675,2022-08-30,1,4.19,20.91,28.3,13.45,0,28.81,2
-64.4912746,-26.2559675,2022-08-30,1,3.66,18.02,27.98,8.68,0,30,1
-64.4895472,-35.2059501,2023-04-10,1,0.36,25.89,31.86,21.43,14.38,72.38,15
-64.4895472,-35.2059501,2023-04-10,1,0.44,25.07,31.64,21.26,0.8,76.62,14
-64.4895472,-35.2059501,2023-04-10,1,0.56,26.94,34.43,20.51,0,67.94,13
-64.4895472,-35.2059501,2023-04-10,1,0.59,26.28,34.37,19.33,1.89,64.12,12
